Date,Time,Count
2020-05-23,09-43-33,3
2020-05-23,09-46-54,3
2020-05-23,09-50-15,1
2020-05-23,09-53-36,4
2020-05-23,09-56-57,11
2020-05-23,10-00-18,2
2020-05-23,10-03-39,1
2020-05-23,10-07-00,4
2020-05-23,10-10-21,4
2020-05-23,10-13-42,3
2020-05-23,10-17-03,2
2020-05-23,10-20-24,4
2020-05-23,10-23-45,2
2020-05-23,10-27-06,4
2020-05-23,10-30-27,2
2020-05-23,10-33-48,3
2020-05-23,10-37-09,4
2020-05-23,10-40-30,4
2020-05-23,10-43-51,5
2020-05-23,10-47-12,1
2020-05-23,10-50-33,1
2020-05-23,10-53-54,1
2020-05-23,10-57-15,1
2020-05-23,11-00-36,3
2020-05-23,11-03-57,1
2020-05-23,11-07-18,0
2020-05-23,11-10-39,2
2020-05-23,11-14-00,7
2020-05-23,11-17-21,1
2020-05-23,11-20-42,1
2020-05-23,11-24-03,1
2020-05-23,11-27-24,2
2020-05-23,11-30-45,2
2020-05-23,11-34-06,3
2020-05-23,11-37-27,5
2020-05-23,11-40-48,2
2020-05-23,11-44-09,2
2020-05-23,11-47-30,10
2020-05-23,11-50-51,3
2020-05-23,11-54-12,2
2020-05-23,11-57-33,5
2020-05-23,12-00-54,4
2020-05-23,12-04-15,3
2020-05-23,12-07-36,2
2020-05-23,12-10-57,3
2020-05-23,12-14-18,1
2020-05-23,12-17-39,2
2020-05-23,12-21-00,4
2020-05-23,12-24-21,4
2020-05-23,12-27-42,4
2020-05-23,12-31-03,2
2020-05-23,12-34-24,2
2020-05-23,12-37-45,3
2020-05-23,12-41-06,2
2020-05-23,12-44-27,1
2020-05-23,12-47-48,3
2020-05-23,12-51-09,4
2020-05-23,12-54-30,0
2020-05-23,12-57-51,4
2020-05-23,13-01-12,4
2020-05-23,13-04-33,6
2020-05-23,13-07-54,1
2020-05-23,13-11-15,5
2020-05-23,13-14-36,1
2020-05-23,13-17-57,3
2020-05-23,13-21-18,2
2020-05-23,13-24-39,2
2020-05-23,13-28-00,6
2020-05-23,13-31-21,4
2020-05-23,13-34-42,2
2020-05-23,13-38-03,3
2020-05-23,13-41-24,1
2020-05-23,13-44-45,2
2020-05-23,13-48-06,3
2020-05-23,13-51-27,1
2020-05-23,13-54-48,3
2020-05-23,13-58-09,4
2020-05-23,14-01-30,1
2020-05-23,14-04-51,5
2020-05-23,14-08-12,5
2020-05-23,14-11-33,2
2020-05-23,14-14-54,2
2020-05-23,14-18-15,2
2020-05-23,14-21-36,3
2020-05-23,14-24-57,1
2020-05-23,14-28-18,5
2020-05-23,14-31-39,1
2020-05-23,14-35-00,7
2020-05-23,14-38-21,1
2020-05-23,14-41-42,5
2020-05-23,14-45-03,0
2020-05-23,14-48-24,7
2020-05-23,14-51-45,0
2020-05-23,14-55-06,5
2020-05-23,14-58-27,0
2020-05-23,15-01-48,3
2020-05-23,15-05-09,1
2020-05-23,15-08-30,4
2020-05-23,15-11-51,6
2020-05-23,15-15-12,5
2020-05-23,15-18-33,3
2020-05-23,15-21-54,3
2020-05-23,15-25-15,2
2020-05-23,15-28-36,1
2020-05-23,15-31-57,4
2020-05-23,15-35-18,1
2020-05-23,15-38-39,4
2020-05-23,15-42-00,4
2020-05-23,15-45-21,4
2020-05-23,15-48-42,4
2020-05-23,15-52-03,2
2020-05-23,15-55-24,1
2020-05-23,15-58-45,3
2020-05-23,16-02-06,5
2020-05-23,16-05-27,3
2020-05-23,16-08-48,1
2020-05-23,16-12-09,4
2020-05-23,16-15-30,7
2020-05-23,16-18-51,2
2020-05-23,16-22-12,2
2020-05-23,16-25-33,1
2020-05-23,16-28-54,1
2020-05-23,16-32-15,1
2020-05-23,16-35-36,1
2020-05-23,16-38-57,2
2020-05-23,16-42-18,1
2020-05-23,16-45-39,3
2020-05-23,16-49-00,0
2020-05-23,16-52-21,1
2020-05-23,16-55-42,4
2020-05-23,16-59-03,5
2020-05-23,17-02-24,2
2020-05-23,17-05-45,2
2020-05-23,17-09-06,5
2020-05-23,17-12-27,1
2020-05-23,17-15-48,1
2020-05-23,17-19-09,5
2020-05-23,17-22-30,3
2020-05-23,17-25-51,2
2020-05-23,17-29-12,4
2020-05-23,17-32-33,5
2020-05-23,17-35-54,4
2020-05-23,17-39-15,0
2020-05-23,17-42-36,1
2020-05-23,17-45-57,2
2020-05-23,17-49-18,2
2020-05-23,17-52-39,3
2020-05-23,17-56-00,9
2020-05-23,17-59-21,1
2020-05-23,18-02-42,6
2020-05-23,18-06-03,2
2020-05-23,18-09-24,3
2020-05-23,18-12-45,1
2020-05-23,18-16-06,1
2020-05-23,18-19-27,4
2020-05-23,18-22-48,2
2020-05-23,18-26-09,1
2020-05-24,09-00-00,1
2020-05-24,09-03-21,2
2020-05-24,09-06-42,4
2020-05-24,09-10-03,2
2020-05-24,09-13-24,3
2020-05-24,09-16-45,2
2020-05-24,09-20-06,1
2020-05-24,09-23-27,3
2020-05-24,09-26-48,1
2020-05-24,09-30-09,3
2020-05-24,09-33-30,1
2020-05-24,09-36-51,5
2020-05-24,09-40-12,1
2020-05-24,09-43-33,2
2020-05-24,09-46-54,1
2020-05-24,09-50-15,3
2020-05-24,09-53-36,3
2020-05-24,09-56-57,5
2020-05-24,10-00-18,7
2020-05-24,10-03-39,2
2020-05-24,10-07-00,0
2020-05-24,10-10-21,2
2020-05-24,10-13-42,1
2020-05-24,10-17-03,1
2020-05-24,10-20-24,4
2020-05-24,10-23-45,2
2020-05-24,10-27-06,2
2020-05-24,10-30-27,4
2020-05-24,10-33-48,1
2020-05-24,10-37-09,5
2020-05-24,10-40-30,1
2020-05-24,10-43-51,2
2020-05-24,10-47-12,2
2020-05-24,10-50-33,4
2020-05-24,10-53-54,7
2020-05-24,10-57-15,1
2020-05-24,11-00-36,2
2020-05-24,11-03-57,1
2020-05-24,11-07-18,2
2020-05-24,11-10-39,3
2020-05-24,11-14-00,1
2020-05-24,11-17-21,4
2020-05-24,11-20-42,1
2020-05-24,11-24-03,4
2020-05-24,11-27-24,3
2020-05-24,11-30-45,4
2020-05-24,11-34-06,3
2020-05-24,11-37-27,3
2020-05-24,11-40-48,1
2020-05-24,11-44-09,3
2020-05-24,11-47-30,5
2020-05-24,11-50-51,2
2020-05-24,11-54-12,2
2020-05-24,11-57-33,1
2020-05-24,12-00-54,1
2020-05-24,12-04-15,4
2020-05-24,12-07-36,5
2020-05-24,12-10-57,5
2020-05-24,12-14-18,2
2020-05-24,12-17-39,5
2020-05-24,12-21-00,5
2020-05-24,12-24-21,2
2020-05-24,12-27-42,4
2020-05-24,12-31-03,3
2020-05-24,12-34-24,1
2020-05-24,12-37-45,2
2020-05-24,12-41-06,5
2020-05-24,12-44-27,2
2020-05-24,12-47-48,2
2020-05-24,12-51-09,2
2020-05-24,12-54-30,1
2020-05-24,12-57-51,1
2020-05-24,13-01-12,2
2020-05-24,13-04-33,2
2020-05-24,13-07-54,1
2020-05-24,13-11-15,2
2020-05-24,13-14-36,4
2020-05-24,13-17-57,4
2020-05-24,13-21-18,3
2020-05-24,13-24-39,3
2020-05-24,13-28-00,1
2020-05-24,13-31-21,2
2020-05-24,13-34-42,1
2020-05-24,13-38-03,1
2020-05-24,13-41-24,2
2020-05-24,13-44-45,6
2020-05-24,13-48-06,4
2020-05-24,13-51-27,2
2020-05-24,13-54-48,1
2020-05-24,13-58-09,8
2020-05-24,14-01-30,5
2020-05-24,14-04-51,3
2020-05-24,14-08-12,2
2020-05-24,14-11-33,5
2020-05-24,14-14-54,1
2020-05-24,14-18-15,1
2020-05-24,14-21-36,2
2020-05-24,14-24-57,2
2020-05-24,14-28-18,2
2020-05-24,14-31-39,1
2020-05-24,14-35-00,1
2020-05-24,14-38-21,2
2020-05-24,14-41-42,1
2020-05-24,14-45-03,3
2020-05-24,14-48-24,2
2020-05-24,14-51-45,2
2020-05-24,14-55-06,3
2020-05-24,14-58-27,8
2020-05-24,15-01-48,5
2020-05-24,15-05-09,0
2020-05-24,15-08-30,2
2020-05-24,15-11-51,2
2020-05-24,15-15-12,2
2020-05-24,15-18-33,2
2020-05-24,15-21-54,0
2020-05-24,15-25-15,7
2020-05-24,15-28-36,3
2020-05-24,15-31-57,0
2020-05-24,15-35-18,7
2020-05-24,15-38-39,1
2020-05-24,15-42-00,1
2020-05-24,15-45-21,3
2020-05-24,15-48-42,2
2020-05-24,15-52-03,4
2020-05-24,15-55-24,5
2020-05-24,15-58-45,3
2020-05-24,16-02-06,3
2020-05-24,16-05-27,1
2020-05-24,16-08-48,3
2020-05-24,16-12-09,3
2020-05-24,16-15-30,2
2020-05-24,16-18-51,3
2020-05-24,16-22-12,2
2020-05-24,16-25-33,3
2020-05-24,16-28-54,9
2020-05-24,16-32-15,2
2020-05-24,16-35-36,1
2020-05-24,16-38-57,2
2020-05-24,16-42-18,2
2020-05-24,16-45-39,3
2020-05-24,16-49-00,4
2020-05-24,16-52-21,3
2020-05-24,16-55-42,1
2020-05-24,16-59-03,2
2020-05-24,17-02-24,3
2020-05-24,17-05-45,3
2020-05-24,17-09-06,2
2020-05-24,17-12-27,2
2020-05-24,17-15-48,2
2020-05-24,17-19-09,4
2020-05-24,17-22-30,3
2020-05-24,17-25-51,2
2020-05-24,17-29-12,2
2020-05-24,17-32-33,2
2020-05-24,17-35-54,3
2020-05-24,17-39-15,1
2020-05-24,17-42-36,2
2020-05-24,17-45-57,3
2020-05-24,17-49-18,2
2020-05-24,17-52-39,5
2020-05-24,17-56-00,4
2020-05-24,17-59-21,3
2020-05-24,18-02-42,3
2020-05-24,18-06-03,2
2020-05-24,18-09-24,2
2020-05-24,18-12-45,1
2020-05-24,18-16-06,3
2020-05-24,18-19-27,1
2020-05-24,18-22-48,3
2020-05-24,18-26-09,1
2020-05-25,09-00-00,3
2020-05-25,09-03-21,1
2020-05-25,09-06-42,3
2020-05-25,09-10-03,6
2020-05-25,09-13-24,2
2020-05-25,09-16-45,4
2020-05-25,09-20-06,1
2020-05-25,09-23-27,2
2020-05-25,09-26-48,1
2020-05-25,09-30-09,1
2020-05-25,09-33-30,4
2020-05-25,09-36-51,4
2020-05-25,09-40-12,7
2020-05-25,09-43-33,3
2020-05-25,09-46-54,2
2020-05-25,09-50-15,4
2020-05-25,09-53-36,0
2020-05-25,09-56-57,2
2020-05-25,10-00-18,2
2020-05-25,10-03-39,4
2020-05-25,10-07-00,3
2020-05-25,10-10-21,2
2020-05-25,10-13-42,2
2020-05-25,10-17-03,3
2020-05-25,10-20-24,4
2020-05-25,10-23-45,1
2020-05-25,10-27-06,3
2020-05-25,10-30-27,3
2020-05-25,10-33-48,5
2020-05-25,10-37-09,3
2020-05-25,10-40-30,1
2020-05-25,10-43-51,2
2020-05-25,10-47-12,2
2020-05-25,10-50-33,1
2020-05-25,10-53-54,1
2020-05-25,10-57-15,3
2020-05-25,11-00-36,2
2020-05-25,11-03-57,3
2020-05-25,11-07-18,5
2020-05-25,11-10-39,6
2020-05-25,11-14-00,2
2020-05-25,11-17-21,4
2020-05-25,11-20-42,2
2020-05-25,11-24-03,3
2020-05-25,11-27-24,5
2020-05-25,11-30-45,1
2020-05-25,11-34-06,4
2020-05-25,11-37-27,2
2020-05-25,11-40-48,2
2020-05-25,11-44-09,1
2020-05-25,11-47-30,0
2020-05-25,11-50-51,2
2020-05-25,11-54-12,4
2020-05-25,11-57-33,1
2020-05-25,12-00-54,2
2020-05-25,12-04-15,1
2020-05-25,12-07-36,1
2020-05-25,12-10-57,2
2020-05-25,12-14-18,3
2020-05-25,12-17-39,2
2020-05-25,12-21-00,4
2020-05-25,12-24-21,0
2020-05-25,12-27-42,0
2020-05-25,12-31-03,3
2020-05-25,12-34-24,3
2020-05-25,12-37-45,2
2020-05-25,12-41-06,0
2020-05-25,12-44-27,5
2020-05-25,12-47-48,3
2020-05-25,12-51-09,3
2020-05-25,12-54-30,3
2020-05-25,12-57-51,2
2020-05-25,13-01-12,2
2020-05-25,13-04-33,4
2020-05-25,13-07-54,8
2020-05-25,13-11-15,1
2020-05-25,13-14-36,2
2020-05-25,13-17-57,2
2020-05-25,13-21-18,2
2020-05-25,13-24-39,5
2020-05-25,13-28-00,3
2020-05-25,13-31-21,3
2020-05-25,13-34-42,1
2020-05-25,13-38-03,5
2020-05-25,13-41-24,3
2020-05-25,13-44-45,8
2020-05-25,13-48-06,3
2020-05-25,13-51-27,3
2020-05-25,13-54-48,3
2020-05-25,13-58-09,2
2020-05-25,14-01-30,4
2020-05-25,14-04-51,3
2020-05-25,14-08-12,2
2020-05-25,14-11-33,1
2020-05-25,14-14-54,7
2020-05-25,14-18-15,2
2020-05-25,14-21-36,4
2020-05-25,14-24-57,4
2020-05-25,14-28-18,3
2020-05-25,14-31-39,5
2020-05-25,14-35-00,1
2020-05-25,14-38-21,1
2020-05-25,14-41-42,5
2020-05-25,14-45-03,3
2020-05-25,14-48-24,5
2020-05-25,14-51-45,7
2020-05-25,14-55-06,2
2020-05-25,14-58-27,0
2020-05-25,15-01-48,2
2020-05-25,15-05-09,2
2020-05-25,15-08-30,3
2020-05-25,15-11-51,0
2020-05-25,15-15-12,1
2020-05-25,15-18-33,4
2020-05-25,15-21-54,2
2020-05-25,15-25-15,2
2020-05-25,15-28-36,3
2020-05-25,15-31-57,0
2020-05-25,15-35-18,4
2020-05-25,15-38-39,3
2020-05-25,15-42-00,1
2020-05-25,15-45-21,2
2020-05-25,15-48-42,1
2020-05-25,15-52-03,3
2020-05-25,15-55-24,6
2020-05-25,15-58-45,1
2020-05-25,16-02-06,5
2020-05-25,16-05-27,4
2020-05-25,16-08-48,3
2020-05-25,16-12-09,4
2020-05-25,16-15-30,2
2020-05-25,16-18-51,4
2020-05-25,16-22-12,3
2020-05-25,16-25-33,2
2020-05-25,16-28-54,2
2020-05-25,16-32-15,3
2020-05-25,16-35-36,1
2020-05-25,16-38-57,6
2020-05-25,16-42-18,5
2020-05-25,16-45-39,5
2020-05-25,16-49-00,2
2020-05-25,16-52-21,5
2020-05-25,16-55-42,2
2020-05-25,16-59-03,2
2020-05-25,17-02-24,3
2020-05-25,17-05-45,0
2020-05-25,17-09-06,3
2020-05-25,17-12-27,1
2020-05-25,17-15-48,3
2020-05-25,17-19-09,5
2020-05-25,17-22-30,2
2020-05-25,17-25-51,1
2020-05-25,17-29-12,2
2020-05-25,17-32-33,3
2020-05-25,17-35-54,3
2020-05-25,17-39-15,2
2020-05-25,17-42-36,4
2020-05-25,17-45-57,3
2020-05-25,17-49-18,2
2020-05-25,17-52-39,4
2020-05-25,17-56-00,3
2020-05-25,17-59-21,2
2020-05-25,18-02-42,2
2020-05-25,18-06-03,3
2020-05-25,18-09-24,1
2020-05-25,18-12-45,3
2020-05-25,18-16-06,3
2020-05-25,18-19-27,7
2020-05-25,18-22-48,2
2020-05-25,18-26-09,4
2020-05-26,09-00-00,5
2020-05-26,09-03-21,5
2020-05-26,09-06-42,2
2020-05-26,09-10-03,1
2020-05-26,09-13-24,3
2020-05-26,09-16-45,0
2020-05-26,09-20-06,2
2020-05-26,09-23-27,2
2020-05-26,09-26-48,5
2020-05-26,09-30-09,2
2020-05-26,09-33-30,4
2020-05-26,09-36-51,3
2020-05-26,09-40-12,7
2020-05-26,09-43-33,2
2020-05-26,09-46-54,7
2020-05-26,09-50-15,2
2020-05-26,09-53-36,3
2020-05-26,09-56-57,3
2020-05-26,10-00-18,4
2020-05-26,10-03-39,4
2020-05-26,10-07-00,2
2020-05-26,10-10-21,9
2020-05-26,10-13-42,5
2020-05-26,10-17-03,1
2020-05-26,10-20-24,5
2020-05-26,10-23-45,2
2020-05-26,10-27-06,3
2020-05-26,10-30-27,3
2020-05-26,10-33-48,3
2020-05-26,10-37-09,1
2020-05-26,10-40-30,3
2020-05-26,10-43-51,4
2020-05-26,10-47-12,5
2020-05-26,10-50-33,8
2020-05-26,10-53-54,6
2020-05-26,10-57-15,15
2020-05-26,11-00-36,0
2020-05-26,11-03-57,1
2020-05-26,11-07-18,3
2020-05-26,11-10-39,4
2020-05-26,11-14-00,4
2020-05-26,11-17-21,2
2020-05-26,11-20-42,5
2020-05-26,11-24-03,3
2020-05-26,11-27-24,3
2020-05-26,11-30-45,4
2020-05-26,11-34-06,4
2020-05-26,11-37-27,2
2020-05-26,11-40-48,2
2020-05-26,11-44-09,2
2020-05-26,11-47-30,1
2020-05-26,11-50-51,3
2020-05-26,11-54-12,3
2020-05-26,11-57-33,2
2020-05-26,12-00-54,1
2020-05-26,12-04-15,4
2020-05-26,12-07-36,5
2020-05-26,12-10-57,1
2020-05-26,12-14-18,1
2020-05-26,12-17-39,3
2020-05-26,12-21-00,4
2020-05-26,12-24-21,1
2020-05-26,12-27-42,3
2020-05-26,12-31-03,2
2020-05-26,12-34-24,2
2020-05-26,12-37-45,2
2020-05-26,12-41-06,3
2020-05-26,12-44-27,2
2020-05-26,12-47-48,4
2020-05-26,12-51-09,4
2020-05-26,12-54-30,3
2020-05-26,12-57-51,4
2020-05-26,13-01-12,1
2020-05-26,13-04-33,4
2020-05-26,13-07-54,4
2020-05-26,13-11-15,1
2020-05-26,13-14-36,1
2020-05-26,13-17-57,1
2020-05-26,13-21-18,3
2020-05-26,13-24-39,3
2020-05-26,13-28-00,4
2020-05-26,13-31-21,3
2020-05-26,13-34-42,2
2020-05-26,13-38-03,1
2020-05-26,13-41-24,4
2020-05-26,13-44-45,1
2020-05-26,13-48-06,1
2020-05-26,13-51-27,1
2020-05-26,13-54-48,4
2020-05-26,13-58-09,3
2020-05-26,14-01-30,2
2020-05-26,14-04-51,2
2020-05-26,14-08-12,3
2020-05-26,14-11-33,5
2020-05-26,14-14-54,2
2020-05-26,14-18-15,2
2020-05-26,14-21-36,4
2020-05-26,14-24-57,3
2020-05-26,14-28-18,9
2020-05-26,14-31-39,2
2020-05-26,14-35-00,2
2020-05-26,14-38-21,2
2020-05-26,14-41-42,1
2020-05-26,14-45-03,2
2020-05-26,14-48-24,3
2020-05-26,14-51-45,2
2020-05-26,14-55-06,1
2020-05-26,14-58-27,1
2020-05-26,15-01-48,3
2020-05-26,15-05-09,4
2020-05-26,15-08-30,4
2020-05-26,15-11-51,4
2020-05-26,15-15-12,2
2020-05-26,15-18-33,3
2020-05-26,15-21-54,3
2020-05-26,15-25-15,5
2020-05-26,15-28-36,6
2020-05-26,15-31-57,4
2020-05-26,15-35-18,3
2020-05-26,15-38-39,2
2020-05-26,15-42-00,2
2020-05-26,15-45-21,2
2020-05-26,15-48-42,1
2020-05-26,15-52-03,2
2020-05-26,15-55-24,3
2020-05-26,15-58-45,2
2020-05-26,16-02-06,5
2020-05-26,16-05-27,2
2020-05-26,16-08-48,0
2020-05-26,16-12-09,1
2020-05-26,16-15-30,3
2020-05-26,16-18-51,4
2020-05-26,16-22-12,2
2020-05-26,16-25-33,0
2020-05-26,16-28-54,4
2020-05-26,16-32-15,1
2020-05-26,16-35-36,1
2020-05-26,16-38-57,5
2020-05-26,16-42-18,2
2020-05-26,16-45-39,4
2020-05-26,16-49-00,3
2020-05-26,16-52-21,3
2020-05-26,16-55-42,2
2020-05-26,16-59-03,2
2020-05-26,17-02-24,5
2020-05-26,17-05-45,2
2020-05-26,17-09-06,2
2020-05-26,17-12-27,4
2020-05-26,17-15-48,0
2020-05-26,17-19-09,2
2020-05-26,17-22-30,3
2020-05-26,17-25-51,3
2020-05-26,17-29-12,4
2020-05-26,17-32-33,5
2020-05-26,17-35-54,3
2020-05-26,17-39-15,3
2020-05-26,17-42-36,2
2020-05-26,17-45-57,3
2020-05-26,17-49-18,4
2020-05-26,17-52-39,2
2020-05-26,17-56-00,1
2020-05-26,17-59-21,2
2020-05-26,18-02-42,1
2020-05-26,18-06-03,6
2020-05-26,18-09-24,1
2020-05-26,18-12-45,6
2020-05-26,18-16-06,6
2020-05-26,18-19-27,1
2020-05-26,18-22-48,2
2020-05-26,18-26-09,3
2020-05-27,09-00-00,2
2020-05-27,09-03-21,3
2020-05-27,09-06-42,1
2020-05-27,09-10-03,3
2020-05-27,09-13-24,6
2020-05-27,09-16-45,1
2020-05-27,09-20-06,1
2020-05-27,09-23-27,0
2020-05-27,09-26-48,3
2020-05-27,09-30-09,1
2020-05-27,09-33-30,3
2020-05-27,09-36-51,3
2020-05-27,09-40-12,4
2020-05-27,09-43-33,2
2020-05-27,09-46-54,0
2020-05-27,09-50-15,6
2020-05-27,09-53-36,1
2020-05-27,09-56-57,1
2020-05-27,10-00-18,1
2020-05-27,10-03-39,2
2020-05-27,10-07-00,4
2020-05-27,10-10-21,5
2020-05-27,10-13-42,1
2020-05-27,10-17-03,4
2020-05-27,10-20-24,6
2020-05-27,10-23-45,1
2020-05-27,10-27-06,2
2020-05-27,10-30-27,1
2020-05-27,10-33-48,3
2020-05-27,10-37-09,2
2020-05-27,10-40-30,2
2020-05-27,10-43-51,4
2020-05-27,10-47-12,2
2020-05-27,10-50-33,5
2020-05-27,10-53-54,1
2020-05-27,10-57-15,3
2020-05-27,11-00-36,4
2020-05-27,11-03-57,8
2020-05-27,11-07-18,2
2020-05-27,11-10-39,2
2020-05-27,11-14-00,4
2020-05-27,11-17-21,2
2020-05-27,11-20-42,5
2020-05-27,11-24-03,3
2020-05-27,11-27-24,2
2020-05-27,11-30-45,5
2020-05-27,11-34-06,2
2020-05-27,11-37-27,4
2020-05-27,11-40-48,5
2020-05-27,11-44-09,4
2020-05-27,11-47-30,5
2020-05-27,11-50-51,1
2020-05-27,11-54-12,1
2020-05-27,11-57-33,4
2020-05-27,12-00-54,2
2020-05-27,12-04-15,3
2020-05-27,12-07-36,3
2020-05-27,12-10-57,1
2020-05-27,12-14-18,1
2020-05-27,12-17-39,2
2020-05-27,12-21-00,3
2020-05-27,12-24-21,1
2020-05-27,12-27-42,6
2020-05-27,12-31-03,1
2020-05-27,12-34-24,3
2020-05-27,12-37-45,1
2020-05-27,12-41-06,1
2020-05-27,12-44-27,4
2020-05-27,12-47-48,1
2020-05-27,12-51-09,3
2020-05-27,12-54-30,4
2020-05-27,12-57-51,3
2020-05-27,13-01-12,4
2020-05-27,13-04-33,5
2020-05-27,13-07-54,1
